,Price,Area,rooms,type,Date,City,District,price_per_m2
4114,78000.0,92.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,847.83
4115,102000.0,105.0,4,new,"June 28, 2023",Tashkent,Yunusabad district,971.43
4116,72500.0,103.0,4,new,"June 28, 2023",Tashkent,Sergeli district,703.88
4118,95000.0,105.0,4,new,"June 28, 2023",Tashkent,Sergeli district,904.76
4119,82000.0,78.0,4,new,"June 28, 2023",Tashkent,Yakkasarai district,1051.28
4120,115000.0,100.0,4,new,"June 28, 2023",Tashkent,Mirabad district,1150.0
4121,99000.0,80.0,4,new,"June 28, 2023",Tashkent,Mirabad district,1237.5
4122,84000.0,92.0,4,new,"June 28, 2023",Tashkent,Mirabad district,913.04
4124,96000.0,80.0,4,new,"June 28, 2023",Tashkent,Yunusabad district,1200.0
4125,135000.0,100.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,1350.0
4128,124000.0,100.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,1240.0
4129,85000.0,85.0,4,new,"June 28, 2023",Tashkent,Chilanzar district,1000.0
4131,84000.0,106.0,4,new,"June 28, 2023",Tashkent,Shaikhantahur district,792.45
4132,95000.0,95.0,4,new,"June 28, 2023",Tashkent,Yakkasarai district,1000.0
4133,124000.0,138.0,4,new,"June 28, 2023",Tashkent,Shaikhantahur district,898.55
4134,86000.0,70.0,4,new,"June 28, 2023",Tashkent,Yunusabad district,1228.57
4135,121000.0,100.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,1210.0
4136,85000.0,105.0,4,new,"June 28, 2023",Tashkent,Shaikhantahur district,809.52
4137,315000.0,160.0,4,new,"June 28, 2023",Tashkent,Mirabad district,1968.75
4138,140000.0,85.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,1647.06
4139,95000.0,94.0,4,new,"June 28, 2023",Tashkent,Sergeli district,1010.64
4140,224000.0,96.0,4,new,"June 28, 2023",Tashkent,Mirabad district,2333.33
4141,101000.0,90.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,1122.22
4142,87500.0,92.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,951.09
4143,111000.0,83.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,1337.35
4145,65000.0,92.0,4,new,"June 28, 2023",Tashkent,Sergeli district,706.52
4146,112000.0,207.0,4,new,"June 28, 2023",Tashkent,Almazar district,541.06
4147,95000.0,113.0,4,new,"June 28, 2023",Tashkent,Yunusabad district,840.71
4149,340000.0,174.0,4,new,"June 28, 2023",Tashkent,Shaikhantahur district,1954.02
4150,95000.0,72.0,4,new,"June 28, 2023",Tashkent,Chilanzar district,1319.44
4151,68000.0,92.0,4,new,"June 28, 2023",Tashkent,Sergeli district,739.13
4152,94000.0,100.0,4,new,"June 28, 2023",Tashkent,Shaikhantahur district,940.0
4153,115000.0,90.0,4,new,"June 28, 2023",Tashkent,Yakkasarai district,1277.78
4154,420000.0,217.0,4,new,"June 28, 2023",Tashkent,Mirabad district,1935.48
4155,110000.0,97.57,4,new,"June 28, 2023",Tashkent,Yakkasarai district,1127.4
4156,205000.0,150.0,4,new,"June 28, 2023",Tashkent,Yashnabad district,1366.67
4158,96000.0,90.0,4,new,"June 28, 2023",Tashkent,Yunusabad district,1066.67
4159,74000.0,82.0,4,new,"June 28, 2023",Tashkent,Shaikhantahur district,902.44
4160,80000.0,94.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,851.06
4161,91000.0,100.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,910.0
4162,65000.0,80.0,4,new,"June 28, 2023",Tashkent,Almazar district,812.5
4164,150000.0,75.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,2000.0
4165,80500.0,100.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,805.0
4167,72000.0,82.0,4,new,"June 28, 2023",Tashkent,Shaikhantahur district,878.05
4168,115000.0,95.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,1210.53
4169,115000.0,90.0,4,new,"June 28, 2023",Tashkent,Almazar district,1277.78
4170,72000.0,86.0,4,new,"June 28, 2023",Tashkent,Sergeli district,837.21
4171,70000.0,88.0,4,new,"June 28, 2023",Tashkent,Sergeli district,795.45
4173,77000.0,108.0,4,new,"June 28, 2023",Tashkent,Almazar district,712.96
4174,107000.0,93.48,4,new,"June 28, 2023",Tashkent,Yashnabad district,1144.63
4175,78000.0,68.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,1147.06
4176,140000.0,90.0,4,new,"June 28, 2023",Tashkent,Yunusabad district,1555.56
4177,140000.0,160.0,4,new,"June 28, 2023",Tashkent,Chilanzar district,875.0
4178,77000.0,86.0,4,new,"June 28, 2023",Tashkent,Yunusabad district,895.35
4179,100000.0,116.26,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,860.14
4180,85000.0,110.0,4,new,"June 28, 2023",Tashkent,Yunusabad district,772.73
4181,120000.0,95.0,4,new,"June 28, 2023",Tashkent,Yunusabad district,1263.16
4182,164000.0,80.0,4,new,"June 28, 2023",Tashkent,Mirabad district,2050.0
4183,107000.0,98.0,4,new,"June 28, 2023",Tashkent,Shaikhantahur district,1091.84
4184,125000.0,93.0,4,new,"June 28, 2023",Tashkent,Yakkasarai district,1344.09
4186,70000.0,92.0,4,new,"June 28, 2023",Tashkent,Sergeli district,760.87
4187,95000.0,80.0,4,new,"June 28, 2023",Tashkent,Mirabad district,1187.5
4188,135000.0,175.0,4,new,"June 28, 2023",Tashkent,Chilanzar district,771.43
4189,67500.0,70.0,4,new,"June 28, 2023",Tashkent,Yakkasarai district,964.29
4190,125000.0,120.0,4,new,"June 28, 2023",Tashkent,Shaikhantahur district,1041.67
4191,94000.0,68.0,4,new,"June 28, 2023",Tashkent,Chilanzar district,1382.35
4193,97000.0,80.0,4,new,"June 28, 2023",Tashkent,Yunusabad district,1212.5
4194,76000.0,91.0,4,new,"June 28, 2023",Tashkent,Yashnabad district,835.16
4195,92000.0,80.0,4,new,"June 28, 2023",Tashkent,Yunusabad district,1150.0
4196,87000.0,80.0,4,new,"June 28, 2023",Tashkent,Yunusabad district,1087.5
4197,120000.0,107.0,4,new,"June 28, 2023",Tashkent,Sergeli district,1121.5
4198,75000.0,80.0,4,new,"June 28, 2023",Tashkent,Yunusabad district,937.5
4201,119000.0,90.0,4,new,"June 28, 2023",Tashkent,Yakkasarai district,1322.22
4202,110000.0,76.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,1447.37
4203,82000.0,86.0,4,new,"June 28, 2023",Tashkent,Chilanzar district,953.49
4204,350000.0,164.0,4,new,"June 28, 2023",Tashkent,Mirabad district,2134.15
4205,330000.0,220.0,4,new,"June 28, 2023",Tashkent,Shaikhantahur district,1500.0
4206,69000.0,91.0,4,new,"June 28, 2023",Tashkent,Sergeli district,758.24
4207,155000.0,100.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,1550.0
4208,76500.0,81.0,4,new,"June 28, 2023",Tashkent,Almazar district,944.44
4209,111000.0,80.0,4,new,"June 28, 2023",Tashkent,Shaikhantahur district,1387.5
4210,114000.0,95.0,4,new,"June 28, 2023",Tashkent,Shaikhantahur district,1200.0
4211,186000.0,110.0,4,new,"June 28, 2023",Tashkent,Mirabad district,1690.91
4212,92000.0,92.0,4,new,"June 28, 2023",Tashkent,Shaikhantahur district,1000.0
4213,72000.0,100.0,4,new,"June 28, 2023",Tashkent,Chilanzar district,720.0
4214,127000.0,130.0,4,new,"June 28, 2023",Tashkent,Yashnabad district,976.92
4215,82000.0,90.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,911.11
4216,148000.0,100.0,4,new,"June 28, 2023",Tashkent,Mirabad district,1480.0
4217,96000.0,100.0,4,new,"June 28, 2023",Tashkent,Mirabad district,960.0
4218,90000.0,83.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,1084.34
4219,71999.0,92.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,782.6
4220,72000.0,77.0,4,new,"June 28, 2023",Tashkent,Chilanzar district,935.06
4221,66000.0,100.0,4,new,"June 28, 2023",Tashkent,Sergeli district,660.0
4222,120000.0,120.0,4,new,"June 28, 2023",Tashkent,Mirabad district,1000.0
4223,148000.0,100.0,4,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,1480.0
4224,86000.0,95.0,4,new,"June 28, 2023",Tashkent,Mirabad district,905.26
4226,90000.0,109.0,5,new,"June 28, 2023",Tashkent,Sergeli district,825.69
4228,165000.0,150.0,5,new,"June 26, 2023",Tashkent,Yunusabad district,1100.0
4235,84999.0,130.0,5,new,"June 28, 2023",Tashkent,Sergeli district,653.84
4237,250000.0,140.0,5,new,"June 28, 2023",Tashkent,Shaikhantahur district,1785.71
4246,127000.0,71.0,5,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,1788.73
4250,82000.0,97.0,5,new,"June 28, 2023",Tashkent,Almazar district,845.36
4254,70000.0,93.0,5,new,"June 28, 2023",Tashkent,Sergeli district,752.69
4255,122000.0,110.0,5,new,"June 28, 2023",Tashkent,Chilanzar district,1109.09
4268,135000.0,120.0,5,new,"June 28, 2023",Tashkent,Yunusabad district,1125.0
4284,92000.0,136.0,5,new,"June 28, 2023",Tashkent,Yunusabad district,676.47
4292,94000.0,125.0,5,new,"June 28, 2023",Tashkent,Yunusabad district,752.0
4293,130000.0,98.0,5,new,"June 28, 2023",Tashkent,Shaikhantahur district,1326.53
4307,92000.0,110.0,5,new,"June 28, 2023",Tashkent,Chilanzar district,836.36
4310,97000.0,110.0,5,new,"June 28, 2023",Tashkent,Almazar district,881.82
4311,92000.0,110.0,5,new,"June 28, 2023",Tashkent,Mirzo-Ulugbek district,836.36
4318,92700.0,115.0,5,new,"June 28, 2023",Tashkent,Uchtepinsky district,806.09
4320,85000.0,107.0,5,new,"June 28, 2023",Tashkent,Yashnabad district,794.39
4324,96000.0,94.0,5,new,"June 27, 2023",Tashkent,Yashnabad district,1021.28
4325,75000.0,76.0,5,new,"June 27, 2023",Tashkent,Yunusabad district,986.84
4329,91000.0,100.0,5,new,"June 27, 2023",Tashkent,Shaikhantahur district,910.0
4331,84000.0,126.0,5,new,"June 27, 2023",Tashkent,Yashnabad district,666.67
4333,175000.0,145.0,5,new,"June 27, 2023",Tashkent,Uchtepinsky district,1206.9
4334,85000.0,120.0,5,new,"June 27, 2023",Tashkent,Mirzo-Ulugbek district,708.33
4336,165000.0,148.0,5,new,"June 27, 2023",Tashkent,Uchtepinsky district,1114.86
4343,93000.0,130.0,5,new,"June 27, 2023",Tashkent,Sergeli district,715.38
4352,280000.0,190.0,5,new,"June 27, 2023",Tashkent,Mirabad district,1473.68
4355,97000.0,106.0,5,new,"June 27, 2023",Tashkent,Almazar district,915.09
4361,129000.0,130.0,5,new,"June 27, 2023",Tashkent,Yashnabad district,992.31
4367,130000.0,119.0,5,new,"June 27, 2023",Tashkent,Yunusabad district,1092.44
4369,110000.0,109.0,5,new,"June 27, 2023",Tashkent,Yunusabad district,1009.17
4370,105000.0,110.0,5,new,"June 27, 2023",Tashkent,Yunusabad district,954.55
4371,65500.0,45.0,5,new,"June 27, 2023",Tashkent,Chilanzar district,1455.56
4372,85000.0,130.0,5,new,"June 27, 2023",Tashkent,Sergeli district,653.85
4373,104000.0,110.0,5,new,"June 27, 2023",Tashkent,Yashnabad district,945.45
4374,95000.0,120.0,5,new,"June 27, 2023",Tashkent,Yashnabad district,791.67
4375,95000.0,93.0,5,new,"June 27, 2023",Tashkent,Yunusabad district,1021.51
4376,215000.0,157.0,5,new,"June 27, 2023",Tashkent,Mirzo-Ulugbek district,1369.43
4377,125000.0,100.0,5,new,"June 27, 2023",Tashkent,Mirzo-Ulugbek district,1250.0
4380,78000.0,110.0,5,new,"June 27, 2023",Tashkent,Sergeli district,709.09
4381,150000.0,158.0,5,new,"June 27, 2023",Tashkent,Shaikhantahur district,949.37
4382,80000.0,100.0,5,new,"June 27, 2023",Tashkent,Uchtepinsky district,800.0
4383,110000.0,115.0,5,new,"June 27, 2023",Tashkent,Yunusabad district,956.52
4384,122999.0,124.0,5,new,"June 27, 2023",Tashkent,Yakkasarai district,991.93
4385,125000.0,115.0,5,new,"June 27, 2023",Tashkent,Mirabad district,1086.96
4388,110000.0,108.0,5,new,"June 27, 2023",Tashkent,Sergeli district,1018.52
4389,98000.0,100.0,5,new,"June 27, 2023",Tashkent,Bektemir district,980.0
4390,85000.0,97.85,5,new,"June 27, 2023",Tashkent,Yunusabad district,868.68
4391,150000.0,157.0,5,new,"June 27, 2023",Tashkent,Shaikhantahur district,955.41
4393,145000.0,112.0,5,new,"June 27, 2023",Tashkent,Yakkasarai district,1294.64
4394,95000.0,106.0,5,new,"June 27, 2023",Tashkent,Yashnabad district,896.23
4395,140000.0,108.0,5,new,"June 27, 2023",Tashkent,Yunusabad district,1296.3
4396,155000.0,115.0,5,new,"June 27, 2023",Tashkent,Mirabad district,1347.83
4401,112000.0,120.0,5,new,"June 27, 2023",Tashkent,Shaikhantahur district,933.33
4402,115000.0,115.0,5,new,"June 27, 2023",Tashkent,Yakkasarai district,1000.0
4404,145000.0,100.0,5,new,"June 27, 2023",Tashkent,Almazar district,1450.0
4405,124000.0,115.0,5,new,"June 27, 2023",Tashkent,Yakkasarai district,1078.26
4406,145000.0,112.0,5,new,"June 27, 2023",Tashkent,Mirzo-Ulugbek district,1294.64
4407,150000.0,110.0,5,new,"June 27, 2023",Tashkent,Mirabad district,1363.64
4409,115000.0,108.5,5,new,"June 26, 2023",Tashkent,Yunusabad district,1059.91
4410,220000.0,180.0,5,new,"June 26, 2023",Tashkent,Mirabad district,1222.22
4411,112000.0,100.0,5,new,"June 26, 2023",Tashkent,Almazar district,1120.0
4412,100000.0,100.0,5,new,"June 26, 2023",Tashkent,Yunusabad district,1000.0
4413,90000.0,118.0,5,new,"June 26, 2023",Tashkent,Yashnabad district,762.71
4414,185000.0,139.0,5,new,"June 26, 2023",Tashkent,Mirabad district,1330.94
4415,90000.0,97.0,5,new,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,927.84
4416,142000.0,149.0,5,new,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,953.02
4417,77000.0,130.0,5,new,"June 26, 2023",Tashkent,Sergeli district,592.31
4419,95500.0,110.0,5,new,"June 26, 2023",Tashkent,Yashnabad district,868.18
4420,90000.0,96.0,5,new,"June 26, 2023",Tashkent,Shaikhantahur district,937.5
4422,105000.0,120.0,5,new,"June 26, 2023",Tashkent,Yashnabad district,875.0
4423,73000.0,94.0,5,new,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,776.6
4424,260304.0,165.0,5,new,"June 26, 2023",Tashkent,Mirabad district,1577.6
4425,120000.0,152.0,5,new,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,789.47
4426,130000.0,117.0,5,new,"June 26, 2023",Tashkent,Yunusabad district,1111.11
4427,76000.0,146.0,5,new,"June 26, 2023",Tashkent,Sergeli district,520.55
4428,131000.0,112.0,5,new,"June 26, 2023",Tashkent,Yakkasarai district,1169.64
4429,95000.0,90.0,5,new,"June 26, 2023",Tashkent,Almazar district,1055.56
4430,80000.0,102.0,5,new,"June 26, 2023",Tashkent,Almazar district,784.31
4431,170000.0,150.0,5,new,"June 26, 2023",Tashkent,Yakkasarai district,1133.33
4432,63000.0,70.0,5,new,"June 26, 2023",Tashkent,Uchtepinsky district,900.0
4433,95000.0,120.0,5,new,"June 26, 2023",Tashkent,Yunusabad district,791.67
4434,279999.0,220.0,5,new,"June 26, 2023",Tashkent,Yunusabad district,1272.72
4435,73000.0,90.0,5,new,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,811.11
4436,107000.0,135.0,5,new,"June 26, 2023",Tashkent,Yunusabad district,792.59
4437,159000.0,148.0,5,new,"June 26, 2023",Tashkent,Mirabad district,1074.32
4438,170000.0,200.0,5,new,"June 26, 2023",Tashkent,Yakkasarai district,850.0
4440,171000.0,136.0,5,new,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1257.35
4442,100000.0,108.0,5,new,"June 26, 2023",Tashkent,Yunusabad district,925.93
4443,115000.0,110.0,5,new,"June 26, 2023",Tashkent,Yunusabad district,1045.45
4444,145000.0,136.0,5,new,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1066.18
4445,122500.0,131.0,5,new,"June 26, 2023",Tashkent,Mirabad district,935.11
4446,195000.0,175.0,5,new,"June 26, 2023",Tashkent,Chilanzar district,1114.29
4447,85000.0,118.0,5,new,"June 26, 2023",Tashkent,Sergeli district,720.34
4448,112000.0,140.0,5,new,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,800.0
4449,172000.0,144.0,5,new,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1194.44
4450,290000.0,130.0,5,new,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,2230.77
4451,143000.0,130.0,5,new,"June 26, 2023",Tashkent,Mirabad district,1100.0
4453,143000.0,120.0,5,new,"June 26, 2023",Tashkent,Mirabad district,1191.67
4454,84000.0,120.0,5,new,"June 26, 2023",Tashkent,Sergeli district,700.0
4455,88000.0,105.0,5,new,"June 26, 2023",Tashkent,Sergeli district,838.1
4457,100000.0,119.0,5,new,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,840.34
4458,85000.0,130.0,5,new,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,653.85
4459,83000.0,135.0,5,new,"June 26, 2023",Tashkent,Sergeli district,614.81
4460,85990.0,135.0,5,new,"June 26, 2023",Tashkent,Sergeli district,636.96
4461,108000.0,110.0,5,new,"June 26, 2023",Tashkent,Yunusabad district,981.82
4462,99000.0,145.0,5,new,"June 26, 2023",Tashkent,Yunusabad district,682.76
4463,120000.0,110.0,5,new,"June 26, 2023",Tashkent,Yashnabad district,1090.91
4464,260000.0,127.0,5,new,"June 26, 2023",Tashkent,Yakkasarai district,2047.24
4465,130000.0,130.0,5,new,"June 26, 2023",Tashkent,Shaikhantahur district,1000.0
4467,115000.0,119.0,5,new,"June 26, 2023",Tashkent,Sergeli district,966.39
4468,75000.0,98.0,5,new,"June 26, 2023",Tashkent,Yunusabad district,765.31
4469,230000.0,170.0,5,new,"June 26, 2023",Tashkent,Yashnabad district,1352.94
4470,230000.0,130.0,5,new,"June 26, 2023",Tashkent,Mirabad district,1769.23
4661,70980.0,46.0,1,new,"June 28, 2023",Tashkent,Yunusabad district,1543.04
4673,39000.0,44.0,1,new,"June 29, 2023",Tashkent,Yunusabad district,886.36
4681,62500.0,48.0,1,new,"June 29, 2023",Tashkent,Yunusabad district,1302.08
4700,42900.0,43.0,1,new,"June 29, 2023",Tashkent,Almazar district,997.67
4705,44500.0,42.0,1,new,"June 29, 2023",Tashkent,Almazar district,1059.52
4707,43900.0,43.0,1,new,"June 29, 2023",Tashkent,Almazar district,1020.93
4713,42000.0,42.0,1,new,"June 29, 2023",Tashkent,Mirabad district,1000.0
4714,42500.0,42.0,1,new,"June 29, 2023",Tashkent,Mirabad district,1011.9
4721,81000.0,67.0,1,new,"June 29, 2023",Tashkent,Yakkasarai district,1208.96
4733,69000.0,58.0,1,new,"June 29, 2023",Tashkent,Yakkasarai district,1189.66
4760,50500.0,42.0,1,new,"June 29, 2023",Tashkent,Mirzo-Ulugbek district,1202.38
4782,60000.0,43.0,1,new,"June 29, 2023",Tashkent,Mirzo-Ulugbek district,1395.35
4784,83000.0,43.5,1,new,"June 29, 2023",Tashkent,Shaikhantahur district,1908.05
4785,81000.0,67.0,1,new,"June 29, 2023",Tashkent,Mirabad district,1208.96
4790,75000.0,45.0,1,new,"June 29, 2023",Tashkent,Yunusabad district,1666.67
4791,52000.0,42.0,1,new,"June 29, 2023",Tashkent,Almazar district,1238.1
4793,45900.0,45.0,1,new,"June 29, 2023",Tashkent,Mirzo-Ulugbek district,1020.0
4798,46500.0,45.0,1,new,"June 29, 2023",Tashkent,Mirzo-Ulugbek district,1033.33
4810,83000.0,44.0,1,new,"June 29, 2023",Tashkent,Mirabad district,1886.36
4816,40700.0,42.0,1,new,"June 29, 2023",Tashkent,Uchtepinsky district,969.05
4826,63500.0,42.0,1,new,"June 29, 2023",Tashkent,Yunusabad district,1511.9
4830,56000.0,50.0,1,new,"June 29, 2023",Tashkent,Chilanzar district,1120.0
4832,73000.0,46.0,1,new,"June 29, 2023",Tashkent,Yunusabad district,1586.96
4837,57000.0,50.0,1,new,"June 29, 2023",Tashkent,Mirabad district,1140.0
4858,85000.0,45.0,1,new,"June 29, 2023",Tashkent,Yakkasarai district,1888.89
4860,42000.0,42.0,1,new,"June 29, 2023",Tashkent,Almazar district,1000.0
4882,41000.0,44.0,1,new,"June 29, 2023",Tashkent,Yakkasarai district,931.82
4890,43500.0,44.65,1,new,"June 29, 2023",Tashkent,Mirabad district,974.24
4896,33000.0,42.0,1,new,"June 29, 2023",Tashkent,Chilanzar district,785.71
4901,54500.0,41.44,1,new,"June 29, 2023",Tashkent,Shaikhantahur district,1315.15
4909,43000.0,42.0,1,new,"June 29, 2023",Tashkent,Sergeli district,1023.81
4915,48000.0,42.0,1,new,"June 29, 2023",Tashkent,Yunusabad district,1142.86
4923,66500.0,42.0,1,new,"June 29, 2023",Tashkent,Yunusabad district,1583.33
4925,90000.0,46.0,1,new,"June 29, 2023",Tashkent,Yashnabad district,1956.52
4926,83000.0,42.0,1,new,"June 29, 2023",Tashkent,Mirabad district,1976.19
4928,56500.0,44.0,1,new,"June 29, 2023",Tashkent,Yunusabad district,1284.09
4932,43999.0,42.0,1,new,"June 29, 2023",Tashkent,Chilanzar district,1047.6
4938,83000.0,67.0,1,new,"June 29, 2023",Tashkent,Yakkasarai district,1238.81
4942,57000.0,49.0,1,new,"June 29, 2023",Tashkent,Mirabad district,1163.27
4948,66000.0,52.0,1,new,"June 29, 2023",Tashkent,Chilanzar district,1269.23
4952,83000.0,45.0,1,new,"June 29, 2023",Tashkent,Mirabad district,1844.44
4959,45999.0,48.0,1,new,"June 29, 2023",Tashkent,Chilanzar district,958.31
4964,41999.0,44.0,1,new,"June 29, 2023",Tashkent,Chilanzar district,954.52
4979,71099.0,46.0,1,new,"July 04, 2023",Tashkent,Yunusabad district,1545.63
4983,100000.0,45.0,1,new,"July 03, 2023",Tashkent,Sergeli district,2222.22
5001,48000.0,45.0,1,new,"June 16, 2023",Tashkent,Yashnabad district,1066.67
5003,38500.0,44.0,1,new,"July 05, 2023",Tashkent,Yashnabad district,875.0
5015,49000.0,46.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,1065.22
5016,49450.0,42.0,1,new,"July 05, 2023",Tashkent,Chilanzar district,1177.38
5020,48500.0,40.4,1,new,"July 05, 2023",Tashkent,Almazar district,1200.5
5030,60000.0,42.0,1,new,"July 05, 2023",Tashkent,Almazar district,1428.57
5034,71000.0,42.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,1690.48
5044,34500.0,42.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,821.43
5045,46500.0,53.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,877.36
5048,40900.0,43.0,1,new,"July 05, 2023",Tashkent,Almazar district,951.16
5051,49000.0,44.0,1,new,"July 05, 2023",Tashkent,Mirzo-Ulugbek district,1113.64
5067,41608.0,43.5,1,new,"July 05, 2023",Tashkent,Chilanzar district,956.51
5068,56001.0,42.0,1,new,"July 05, 2023",Tashkent,Chilanzar district,1333.36
5071,40000.0,52.4,1,new,"July 05, 2023",Tashkent,Yashnabad district,763.36
5075,58000.0,42.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,1380.95
5080,72000.0,46.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,1565.22
5087,41500.0,42.0,1,new,"July 05, 2023",Tashkent,Sergeli district,988.1
5095,30000.0,45.0,1,new,"July 05, 2023",Tashkent,Sergeli district,666.67
5099,87500.0,50.0,1,new,"July 05, 2023",Tashkent,Mirabad district,1750.0
5102,72000.0,45.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,1600.0
5107,44544.0,42.0,1,new,"July 05, 2023",Tashkent,Chilanzar district,1060.57
5111,67000.0,42.0,1,new,"July 05, 2023",Tashkent,Yakkasarai district,1595.24
5114,85000.0,42.0,1,new,"July 05, 2023",Tashkent,Yakkasarai district,2023.81
5119,48000.0,43.0,1,new,"July 05, 2023",Tashkent,Sergeli district,1116.28
5135,48000.0,45.0,1,new,"July 05, 2023",Tashkent,Chilanzar district,1066.67
5136,45500.0,44.0,1,new,"July 05, 2023",Tashkent,Yakkasarai district,1034.09
5141,42000.0,42.0,1,new,"July 05, 2023",Tashkent,Shaikhantahur district,1000.0
5147,85000.0,50.0,1,new,"July 05, 2023",Tashkent,Mirabad district,1700.0
5148,49000.0,42.0,1,new,"July 05, 2023",Tashkent,Almazar district,1166.67
5154,54000.0,50.0,1,new,"July 05, 2023",Tashkent,Chilanzar district,1080.0
5175,55500.0,44.0,1,new,"July 05, 2023",Tashkent,Chilanzar district,1261.36
5181,46300.0,45.0,1,new,"July 05, 2023",Tashkent,Sergeli district,1028.89
5188,54000.0,42.0,1,new,"July 05, 2023",Tashkent,Mirzo-Ulugbek district,1285.71
5190,57500.0,50.0,1,new,"July 05, 2023",Tashkent,Mirzo-Ulugbek district,1150.0
5213,69999.0,50.0,1,new,"July 05, 2023",Tashkent,Chilanzar district,1399.98
5230,39000.0,48.0,1,new,"July 05, 2023",Tashkent,Sergeli district,812.5
5232,31500.0,42.0,1,new,"July 05, 2023",Tashkent,Bektemir district,750.0
5238,66000.0,41.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,1609.76
5239,42000.0,42.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,1000.0
5241,62000.0,45.0,1,new,"July 05, 2023",Tashkent,Shaikhantahur district,1377.78
5242,43499.0,42.0,1,new,"July 05, 2023",Tashkent,Chilanzar district,1035.69
5250,42500.0,44.0,1,new,"July 05, 2023",Tashkent,Shaikhantahur district,965.91
5254,95000.0,45.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,2111.11
5267,64000.0,42.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,1523.81
5269,104000.0,50.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,2080.0
5303,48500.0,42.0,1,new,"July 05, 2023",Tashkent,Chilanzar district,1154.76
5335,30000.0,56.0,1,new,"July 05, 2023",Tashkent,Sergeli district,535.71
5336,47700.0,44.0,1,new,"July 05, 2023",Tashkent,Mirzo-Ulugbek district,1084.09
5346,85000.0,43.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,1976.74
5349,47000.0,51.0,1,new,"July 05, 2023",Tashkent,Shaikhantahur district,921.57
5359,87000.0,50.0,1,new,"July 05, 2023",Tashkent,Mirabad district,1740.0
5367,64000.0,61.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,1049.18
5385,64000.0,45.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,1422.22
5389,55000.0,42.0,1,new,"July 05, 2023",Tashkent,Shaikhantahur district,1309.52
5390,42200.0,42.0,1,new,"July 05, 2023",Tashkent,Uchtepinsky district,1004.76
5391,39000.0,43.0,1,new,"July 05, 2023",Tashkent,Yashnabad district,906.98
5396,76000.0,46.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,1652.17
5401,49300.0,42.0,1,new,"July 05, 2023",Tashkent,Chilanzar district,1173.81
5404,66000.0,45.0,1,new,"July 05, 2023",Tashkent,Yunusabad district,1466.67
5406,92000.0,45.0,1,new,"July 05, 2023",Tashkent,Mirabad district,2044.44
