,Price,Area,rooms,type,Date,City,District,price_per_m2
8230,69000.0,45.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1533.33
8231,51500.0,47.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1095.74
8232,78000.0,66.0,2,secondary,"June 26, 2023",Tashkent,Mirabad district,1181.82
8233,58500.0,58.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,1008.62
8234,65000.0,48.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1354.17
8235,57000.0,57.0,2,secondary,"June 26, 2023",Tashkent,Sergeli district,1000.0
8236,72500.0,48.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1510.42
8237,52700.0,45.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1171.11
8238,53500.0,50.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1070.0
8239,57500.0,45.0,2,secondary,"June 26, 2023",Tashkent,Uchtepinsky district,1277.78
8241,53999.0,50.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1079.98
8242,68500.0,68.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1007.35
8243,58000.0,45.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1288.89
8244,64000.0,50.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1280.0
8245,57000.0,51.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1117.65
8246,59000.0,46.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1282.61
8247,55500.0,45.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1233.33
8248,67000.0,48.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1395.83
8249,67500.0,50.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1350.0
8250,70000.0,52.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1346.15
8251,58000.0,48.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1208.33
8252,66500.0,56.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1187.5
8253,62000.0,43.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1441.86
8254,56500.0,60.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,941.67
8255,53000.0,48.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1104.17
8257,52999.0,49.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1081.61
8258,55000.0,49.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1122.45
8259,53500.0,48.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1114.58
8260,66000.0,66.0,2,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1000.0
8261,69000.0,58.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1189.66
8262,62000.0,48.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1291.67
8263,56000.0,60.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,933.33
8264,55000.0,56.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,982.14
8265,57000.0,52.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1096.15
8266,59000.0,48.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1229.17
8267,115000.0,82.0,2,secondary,"June 26, 2023",Tashkent,Mirabad district,1402.44
8268,56500.0,58.0,2,secondary,"June 26, 2023",Tashkent,Yashnabad district,974.14
8269,57000.0,45.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1266.67
8270,54000.0,56.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,964.29
8271,66500.0,55.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1209.09
8272,87500.0,56.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1562.5
8273,114000.0,50.0,2,secondary,"June 26, 2023",Tashkent,Mirabad district,2280.0
8275,66500.0,45.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1477.78
8276,54900.0,60.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,915.0
8277,53000.0,46.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1152.17
8278,125000.0,55.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,2272.73
8279,69500.0,60.0,2,secondary,"June 26, 2023",Tashkent,Mirabad district,1158.33
8280,80500.0,60.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1341.67
8282,53500.0,54.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,990.74
8283,49500.0,42.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1178.57
8284,60000.0,65.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,923.08
8285,76500.0,54.08,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1414.57
8286,73000.0,45.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1622.22
8287,65000.0,65.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1000.0
8288,46000.0,42.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1095.24
8289,53500.0,56.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,955.36
8290,49800.0,43.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1158.14
8291,87000.0,56.0,2,secondary,"June 26, 2023",Tashkent,Mirabad district,1553.57
8292,69000.0,60.0,2,secondary,"June 26, 2023",Tashkent,Yakkasarai district,1150.0
8293,69000.0,72.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,958.33
8294,137000.0,65.0,2,secondary,"June 26, 2023",Tashkent,Mirabad district,2107.69
8296,72000.0,45.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1600.0
8297,50000.0,42.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1190.48
8299,66900.0,50.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1338.0
8300,47500.0,56.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,848.21
8301,53500.0,49.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1091.84
8302,85000.0,62.0,2,secondary,"June 26, 2023",Tashkent,Mirabad district,1370.97
8303,53500.0,62.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,862.9
8304,65600.0,50.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1312.0
8305,68000.0,50.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1360.0
8307,72700.0,50.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1454.0
8308,87000.0,62.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,1403.23
8310,48700.0,48.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1014.58
8311,60000.0,50.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1200.0
8312,76000.0,60.0,2,secondary,"June 26, 2023",Tashkent,Mirabad district,1266.67
8313,120000.0,60.0,2,secondary,"June 26, 2023",Tashkent,Yakkasarai district,2000.0
8314,88000.0,60.0,2,secondary,"June 26, 2023",Tashkent,Yakkasarai district,1466.67
8315,57000.0,50.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,1140.0
8316,68800.0,54.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1274.07
8320,66000.0,60.0,2,secondary,"June 26, 2023",Tashkent,Yakkasarai district,1100.0
8322,143000.0,140.0,2,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1021.43
8323,75300.0,52.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1448.08
8324,95000.0,60.0,2,secondary,"June 26, 2023",Tashkent,Mirabad district,1583.33
8325,76000.0,42.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,1809.52
8327,66000.0,58.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,1137.93
8329,81000.0,52.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,1557.69
8330,75000.0,50.0,2,secondary,"June 26, 2023",Tashkent,Yakkasarai district,1500.0
8331,76000.0,52.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,1461.54
8332,86000.0,65.0,2,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1323.08
8333,61000.0,60.0,2,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1016.67
8334,56000.0,54.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,1037.04
8335,50700.0,50.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1014.0
8336,78800.0,48.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1641.67
8337,64000.0,56.0,2,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1142.86
8338,97000.0,80.0,2,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1212.5
8339,69500.0,62.0,2,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1120.97
8340,68000.0,55.0,2,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1236.36
8341,66000.0,54.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,1222.22
8342,70000.0,50.0,2,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1400.0
8343,58500.0,54.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1083.33
8344,67000.0,45.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1488.89
8345,75000.0,54.77,2,secondary,"June 26, 2023",Tashkent,Almazar district,1369.36
8346,88000.0,70.0,2,secondary,"June 26, 2023",Tashkent,Yakkasarai district,1257.14
8347,60000.0,50.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,1200.0
8348,52600.0,50.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1052.0
8349,59000.0,55.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1072.73
8350,71000.0,60.0,2,secondary,"June 26, 2023",Tashkent,Mirabad district,1183.33
8351,59200.0,52.0,2,secondary,"June 26, 2023",Tashkent,Uchtepinsky district,1138.46
8352,68500.0,55.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1245.45
8353,72000.0,47.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1531.91
8354,68000.0,60.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1133.33
8355,62000.0,52.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1192.31
8356,62500.0,47.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1329.79
8357,61000.0,45.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1355.56
8358,59000.0,47.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1255.32
8359,76500.0,70.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1092.86
8360,54000.0,45.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1200.0
8361,64500.0,50.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,1290.0
8362,86000.0,50.0,2,secondary,"June 26, 2023",Tashkent,Mirabad district,1720.0
8363,59000.0,60.0,2,secondary,"June 26, 2023",Tashkent,Yakkasarai district,983.33
8364,80000.0,54.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1481.48
8365,98000.0,55.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,1781.82
8366,85000.0,50.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1700.0
8367,38500.0,56.0,2,secondary,"June 26, 2023",Tashkent,Bektemir district,687.5
8368,79000.0,52.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,1519.23
8369,53000.0,52.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1019.23
8370,62000.0,50.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1240.0
8376,66500.0,80.0,3,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,831.25
8378,67000.0,75.0,3,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,893.33
8383,47879.0,78.0,3,secondary,"June 25, 2023",Tashkent,Yakkasarai district,613.83
8385,60066.0,70.0,3,secondary,"June 25, 2023",Tashkent,Almazar district,858.09
8386,55000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,785.71
8387,105000.0,80.0,3,secondary,"June 25, 2023",Tashkent,Mirzo-Ulugbek district,1312.5
8393,82000.0,78.5,3,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1044.59
8398,52000.0,53.0,3,secondary,"June 25, 2023",Tashkent,Mirabad district,981.13
8402,82000.0,75.0,3,secondary,"June 26, 2023",Tashkent,Yakkasarai district,1093.33
8406,138000.0,107.21,3,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1287.19
8410,83000.0,72.0,3,secondary,"June 26, 2023",Tashkent,Mirabad district,1152.78
8415,69000.0,71.0,3,secondary,"June 22, 2023",Tashkent,Almazar district,971.83
8417,88000.0,82.0,3,secondary,"June 26, 2023",Tashkent,Yunusabad district,1073.17
8420,71000.0,65.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1092.31
8428,105000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1500.0
8430,67000.0,82.0,3,secondary,"June 26, 2023",Tashkent,Bektemir district,817.07
8437,70500.0,89.0,3,secondary,"June 25, 2023",Tashkent,Sergeli district,792.13
8443,105000.0,72.0,3,secondary,"June 26, 2023",Tashkent,Yunusabad district,1458.33
8444,60000.0,58.0,3,secondary,"June 26, 2023",Tashkent,Yunusabad district,1034.48
8445,69000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,985.71
8446,57000.0,75.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,760.0
8447,55000.0,72.0,3,secondary,"June 26, 2023",Tashkent,Yashnabad district,763.89
8448,67000.0,65.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1030.77
8449,125000.0,85.0,3,secondary,"June 26, 2023",Tashkent,Mirabad district,1470.59
8450,115000.0,75.0,3,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1533.33
8451,83000.0,72.0,3,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1152.78
8452,105000.0,67.0,3,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1567.16
8453,75000.0,67.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1119.4
8454,105000.0,80.0,3,secondary,"June 26, 2023",Tashkent,Yashnabad district,1312.5
8455,91000.0,75.0,3,secondary,"June 26, 2023",Tashkent,Almazar district,1213.33
8457,110000.0,110.0,3,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1000.0
8458,63000.0,65.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,969.23
8459,71000.0,78.0,3,secondary,"June 26, 2023",Tashkent,Yunusabad district,910.26
8460,64000.0,80.0,3,secondary,"June 26, 2023",Tashkent,Yashnabad district,800.0
8461,116000.0,85.0,3,secondary,"June 26, 2023",Tashkent,Yunusabad district,1364.71
8462,61000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,871.43
8463,94500.0,72.0,3,secondary,"June 26, 2023",Tashkent,Yunusabad district,1312.5
8464,62500.0,65.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,961.54
8465,87000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Yunusabad district,1242.86
8466,87000.0,90.0,3,secondary,"June 26, 2023",Tashkent,Yunusabad district,966.67
8467,94000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1342.86
8468,72500.0,65.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1115.38
8469,66500.0,72.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,923.61
8470,92000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1314.29
8471,59500.0,65.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,915.38
8472,94000.0,67.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1402.99
8473,61500.0,78.0,3,secondary,"June 26, 2023",Tashkent,Yashnabad district,788.46
8474,80000.0,65.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1230.77
8475,72000.0,71.0,3,secondary,"June 26, 2023",Tashkent,Almazar district,1014.08
8476,73500.0,70.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1050.0
8477,70500.0,65.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1084.62
8478,68500.0,65.0,3,secondary,"June 26, 2023",Tashkent,Uchtepinsky district,1053.85
8479,115000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Almazar district,1642.86
8480,73500.0,75.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,980.0
8481,66500.0,70.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,950.0
8482,71500.0,65.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1100.0
8483,77000.0,65.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1184.62
8484,61500.0,70.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,878.57
8485,90000.0,91.5,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,983.61
8486,73000.0,65.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1123.08
8487,87000.0,74.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1175.68
8488,88000.0,68.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1294.12
8489,97000.0,82.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1182.93
8490,66500.0,65.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1023.08
8491,77000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1100.0
8492,65000.0,69.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,942.03
8493,94000.0,65.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1446.15
8494,96000.0,73.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1315.07
8495,86000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1228.57
8496,83000.0,67.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1238.81
8497,64000.0,78.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,820.51
8498,56300.0,65.0,3,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,866.15
8499,57000.0,58.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,982.76
8500,85000.0,63.0,3,secondary,"June 26, 2023",Tashkent,Uchtepinsky district,1349.21
8501,68000.0,90.0,3,secondary,"June 26, 2023",Tashkent,Sergeli district,755.56
8502,107000.0,75.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1426.67
8503,62000.0,65.0,3,secondary,"June 26, 2023",Tashkent,Yashnabad district,953.85
8504,76500.0,65.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1176.92
8505,57000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,814.29
8506,64000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,914.29
8507,61500.0,65.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,946.15
8508,65600.0,64.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1025.0
8509,62000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,885.71
8510,85599.0,92.0,3,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,930.42
8511,125000.0,80.0,3,secondary,"June 26, 2023",Tashkent,Mirabad district,1562.5
8512,75000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Yakkasarai district,1071.43
8514,128000.0,80.0,3,secondary,"June 26, 2023",Tashkent,Mirabad district,1600.0
8515,115000.0,80.0,3,secondary,"June 26, 2023",Tashkent,Mirabad district,1437.5
8516,95000.0,72.0,3,secondary,"June 26, 2023",Tashkent,Yunusabad district,1319.44
8517,125000.0,92.0,3,secondary,"June 26, 2023",Tashkent,Yakkasarai district,1358.7
8518,95000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1357.14
8519,72500.0,70.0,3,secondary,"June 26, 2023",Tashkent,Yunusabad district,1035.71
8520,95000.0,75.0,3,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1266.67
8521,94000.0,68.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1382.35
8522,87000.0,73.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1191.78
8524,50000.0,60.0,3,secondary,"June 26, 2023",Tashkent,Sergeli district,833.33
8525,118000.0,73.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1616.44
8526,90000.0,73.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1232.88
8527,100000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1428.57
8528,93000.0,68.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1367.65
8530,83000.0,65.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1276.92
8531,74000.0,78.0,3,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,948.72
8532,120000.0,93.0,3,secondary,"June 26, 2023",Tashkent,Mirabad district,1290.32
8533,80000.0,63.0,3,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1269.84
8534,125000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Yakkasarai district,1785.71
8535,110000.0,95.0,3,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1157.89
8536,67000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,957.14
8537,111000.0,68.0,3,secondary,"June 26, 2023",Tashkent,Yakkasarai district,1632.35
8539,78000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Chilanzar district,1114.29
8540,103000.0,83.0,3,secondary,"June 26, 2023",Tashkent,Mirabad district,1240.96
8541,82000.0,76.0,3,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1078.95
8542,65000.0,80.0,3,secondary,"June 26, 2023",Tashkent,Yashnabad district,812.5
8544,111000.0,75.0,3,secondary,"June 26, 2023",Tashkent,Mirabad district,1480.0
8545,97000.0,70.0,3,secondary,"June 26, 2023",Tashkent,Yakkasarai district,1385.71
8546,61999.0,55.0,3,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1127.25
8547,66500.0,81.0,3,secondary,"June 26, 2023",Tashkent,Yakkasarai district,820.99
8548,155000.0,174.0,3,secondary,"June 26, 2023",Tashkent,Yakkasarai district,890.8
8549,130000.0,75.0,3,secondary,"June 26, 2023",Tashkent,Mirabad district,1733.33
